"V1"	"V2"
"586"	-0.204676	0.21531
"587"	-0.222171	-0.414154
"588"	-0.0692448	-0.29219
"589"	-0.125154	-0.256707
"590"	-0.0631215	-0.215592
"591"	-0.315987	-0.282701
"592"	-0.24761	-0.136504
"593"	-0.29831	-0.246009
"594"	0.325302	-0.384058
"595"	-0.514909	-0.431682
"596"	-0.109743	-0.158025
"597"	-0.0730239	0.00162418
"598"	-0.317716	-0.360374
"599"	-0.435074	-0.441168
"600"	-0.0249238	3.85729
"601"	-0.163918	-0.146443
"602"	-0.199955	-0.0188288
"603"	-0.270148	-0.24353
"604"	0.360578	-0.110314
"605"	-0.465185	-0.228237
"606"	-0.629599	-0.234191
"607"	-0.411273	-0.168993
"608"	0.0529778	-0.268291
"609"	-0.226699	-0.338003
"610"	-0.594763	-0.212376
"611"	-0.48404	-0.10209
"612"	0.880978	-0.282096
"613"	-0.145747	-0.51571
"614"	0.393522	0.713132
"615"	-0.27252	-0.182674
"616"	-0.214025	-0.504208
"617"	-0.0070559	-0.523819
"618"	-0.0577129	-0.297539
"619"	-0.546257	-0.248461
"620"	-0.328061	-0.298712
"621"	-0.253428	-0.342345
"622"	-0.269418	-0.146535
"623"	-0.22655	-0.301046
"624"	-0.190689	-0.137642
"625"	-0.176414	-0.135289
"626"	-0.0765376	-0.140479
"627"	0.110963	0.0702754
"628"	-0.051909	-0.146941
"629"	-0.259086	0.214934
"630"	-0.348502	0.0581867
"631"	-0.548642	-0.165263
"632"	-0.111222	-0.214394
"633"	-0.301274	-0.880675
"634"	0.234655	-0.297442
"635"	-0.243675	-0.502008
"636"	-0.0626301	-0.432845
"637"	-0.537984	-0.42019
"638"	-0.057172	0.0753017
"639"	-0.192498	0.0255064
"640"	-0.279717	-0.246029
"641"	-0.111264	-0.288408
"642"	-0.334863	-0.261971
"643"	0.0462902	-0.192688
"644"	-0.430123	-0.270808
"645"	-0.240013	-0.361722
"646"	-0.251389	-0.405447
"647"	-0.169663	-0.145357
"648"	-0.472428	-0.365772
"649"	-0.289189	-0.126706
"650"	-0.188212	-0.264362
"651"	-0.346156	-0.497157
"652"	-0.344969	-0.347323
"653"	-0.284271	-0.234719
"654"	-0.268514	-0.331935
"655"	-0.229549	-0.149726
"656"	-0.251993	-0.101451
"657"	-0.138699	-0.320717
"658"	0.076548	-0.0681206
"659"	-0.0984849	-0.0468249
"660"	0.226772	-0.428275
"661"	-0.408229	0.0543326
"662"	-0.274872	-0.199082
"663"	-0.293466	-0.274832
"664"	-0.254375	-0.256173
"665"	-0.230794	-0.29424
"666"	-0.189132	-0.0807815
"667"	-0.0219075	-0.551238
"668"	-0.0936336	-0.284471
"669"	-0.241203	-0.177278
"670"	-0.190833	-0.285453
"671"	-0.0942351	-0.232959
"672"	-0.265031	-0.511276
"673"	-0.213574	-0.286281
"674"	-0.180709	-0.118982
"675"	-0.264927	-0.236578
"676"	-0.592113	-0.500999
"677"	-0.152232	-0.378976
"678"	-0.221326	-0.107219
"679"	-0.263003	-0.146585
"680"	-0.246448	-0.139865
"681"	-0.178281	-0.235138
"682"	-0.432399	-0.27234
"683"	-0.20484	-0.0780887
"684"	-0.0763249	0.252403
"685"	-0.447108	-0.466659
"686"	-0.268621	-0.216638
"687"	-0.126015	-0.291509
"688"	-0.285968	-0.253954
"689"	-0.218174	-0.296474
"690"	-0.237033	-0.167171
"691"	-0.0290933	-0.318471
"692"	-0.178614	-0.180773
"693"	-0.131188	-0.161165
"694"	-0.25391	-0.244522
"695"	-0.166231	-0.0994984
"696"	-0.186415	-0.105443
"697"	-0.246453	-0.471065
"698"	-0.410808	0.0295119
"699"	-0.366485	-0.337294
"700"	-0.0738464	0.082828
"701"	-0.207772	-0.0933119
"702"	-0.381512	-0.371634
"703"	-0.232818	-0.381717
"704"	-0.112342	-0.290051
"705"	-0.426166	-0.173359
"706"	-0.357698	-0.151116
"707"	0.17379	-0.231019
"708"	-0.338203	-0.107293
"709"	-0.352798	0.270335
"710"	-0.177962	-0.22667
"711"	0.111485	-0.326979
"712"	-0.132751	-0.301262
"713"	-0.357888	-0.247042
"714"	-0.0593017	-0.117091
"715"	-0.265329	-0.430437
"716"	-0.303938	-0.299317
"717"	-0.137796	-0.292455
"718"	-0.373518	-0.0899776
"719"	-0.295159	-0.178337
"720"	-0.074076	-0.362551
"721"	-0.0843764	-0.359129
"722"	-0.241741	-0.0767119
"723"	0.0126564	-0.491437
"724"	-0.173674	-0.277044
"725"	-0.160671	-0.112373
"726"	0.00521763	-0.205231
"727"	-0.591379	-0.367946
"728"	-0.236869	0.143157
"729"	-0.213089	-0.331486
"730"	-0.200106	-0.199575
"731"	-0.355605	-0.768503
"732"	-0.202871	0.0605975
"733"	-0.544778	-0.332051
"734"	-0.0901794	-0.0434991
"735"	-0.222389	-0.216424
"736"	-0.472574	-0.137659
"737"	0.20346	0.146425
"738"	-0.235644	-0.373131
"739"	-0.589355	-0.243973
