"x"
"1"	0.731
"2"	0.889
"3"	0.373
"4"	0.576
"5"	0.227
"6"	0.4
"7"	0.182
"8"	0.613
"9"	0.148
"10"	0.817
"11"	0.199
"12"	0.156
"13"	0.343
"14"	0.82
"15"	0.688
"16"	0.632
"17"	0.448
"18"	0.315
"19"	0.232
"20"	0.975
"21"	0.54
"22"	0.815
"23"	0.55
"24"	0.681
"25"	0.369
"26"	0.022
"27"	0.335
"28"	0.987
"29"	0.557
"30"	0.41
"31"	0.834
"32"	0.547
"33"	0.179
"34"	0.742
"35"	0.074
"36"	0.79
"37"	0.752
"38"	0.667
"39"	0.313
"40"	0.113
"41"	0.741
"42"	0.87
"43"	0.112
"44"	0.391
"45"	0.179
"46"	0.115
"47"	0.231
"48"	0.932
"49"	0.91
"50"	0.409
"51"	0.896
"52"	0.275
"53"	0.845
"54"	0.278
"55"	0.713
"56"	0.361
"57"	0.241
"58"	0.738
"59"	0.664
"60"	0.79
"61"	0.407
"62"	0.656
"63"	0.519
"64"	0.499
"65"	0.371
"66"	0.384
"67"	0.397
"68"	0.298
"69"	0.197
"70"	0.918
"71"	0.442
"72"	0.784
"73"	0.826
"74"	0.747
"75"	0.885
"76"	0.601
"77"	0.827
"78"	0.714
"79"	0.252
"80"	0.673
"81"	0.582
"82"	0.018
"83"	0.072
"84"	0.093
"85"	0.92
"86"	0.725
"87"	0.551
"88"	0.207
"89"	0.573
"90"	0.838
"91"	0.345
"92"	0.629
"93"	0.539
"94"	0.653
"95"	0.959
"96"	0.736
"97"	0.409
"98"	0.481
"99"	0.765
"100"	0.474
"101"	0.261
"102"	0.805
"103"	0.754
"104"	0.864
"105"	0.271
"106"	0.488
"107"	0.527
"108"	0.774
"109"	0.121
"110"	0.216
"111"	0.294
"112"	0.279
"113"	0.52
"114"	0.819
"115"	0.348
"116"	0.527
"117"	0.961
"118"	0.234
"119"	0.264
"120"	0.685
"121"	0.63
"122"	0.312
"123"	0.553
"124"	0.393
"125"	0.382
"126"	0.738
"127"	0.335
"128"	0.931
"129"	0.6
"130"	0.074
"131"	0.913
"132"	0.068
"133"	0.465
"134"	0.899
"135"	0.418
"136"	0.883
"137"	0.606
"138"	0.663
"139"	0.846
"140"	0.09
"141"	0.457
"142"	0.809
"143"	0.375
"144"	0.413
"145"	0.867
"146"	0.036
"147"	0.961
"148"	0.11
"149"	0.252
"150"	0.13
"151"	0.573
"152"	0.361
"153"	0.746
"154"	0.05
"155"	0.697
"156"	0.191
"157"	0.158
"158"	0.036
"159"	0.681
"160"	0.435
"161"	0.536
"162"	0.055
"163"	0.415
"164"	0.726
"165"	0.932
"166"	0.252
"167"	0.02
"168"	0.134
"169"	0.472
"170"	0.063
"171"	0.72
"172"	0.785
"173"	0.809
"174"	0.419
"175"	0.65
"176"	0.64
"177"	0.34
"178"	0.896
"179"	0.544
"180"	0.327
"181"	0.005
"182"	0.385
"183"	0.271
"184"	0.157
"185"	0.346
"186"	0.279
"187"	0.416
"188"	0.711
"189"	0.614
"190"	0.175
"191"	0.391
"192"	0.656
"193"	0.121
"194"	0.169
"195"	0.001
"196"	0.372
"197"	0.847
"198"	0.869
"199"	0.818
"200"	0.277
"201"	0.344
"202"	0.765
"203"	0.096
"204"	0.97
"205"	0.558
"206"	0.341
"207"	0.395
"208"	0.26
"209"	0.113
"210"	0.315
"211"	0.303
"212"	0.886
"213"	0.69
"214"	0.05
"215"	0.479
"216"	0.972
"217"	0.085
"218"	0.624
"219"	0.804
"220"	0.307
"221"	0.352
"222"	0.837
"223"	0.551
"224"	0.292
"225"	0.884
"226"	0.314
"227"	0.424
"228"	0.707
"229"	0.147
"230"	0.466
"231"	0.797
"232"	0.163
"233"	0.177
"234"	0.041
"235"	0.141
"236"	0.805
"237"	0.131
"238"	0.865
"239"	0.702
"240"	0.526
"241"	0.306
"242"	0.1
"243"	0.719
"244"	0.723
"245"	0.135
"246"	0.86
"247"	0.206
"248"	0.538
"249"	0.253
"250"	0.481
"251"	0.114
"252"	0.053
"253"	0.115
"254"	0.578
"255"	0.43
"256"	0.987
"257"	0.147
"258"	0.835
"259"	0.281
"260"	0.137
"261"	0.983
"262"	0.591
"263"	0.727
"264"	0.428
"265"	0.011
"266"	0.877
"267"	0.418
"268"	0.251
"269"	0.175
"270"	0.561
"271"	0.354
"272"	0.021
"273"	0.733
"274"	0.633
"275"	0.015
"276"	0.176
"277"	0.365
"278"	0.254
"279"	0.847
"280"	0.328
"281"	0.183
"282"	0.028
"283"	0.705
"284"	0.335
"285"	0.392
"286"	0.019
"287"	0.223
"288"	0.701
"289"	0.191
"290"	0.5
"291"	0.815
"292"	0.979
"293"	0.195
"294"	0.867
"295"	0.359
"296"	0.11
"297"	0.107
"298"	0.748
"299"	0.864
"300"	0.011
"301"	0.106
"302"	0.257
"303"	0.779
"304"	0.022
"305"	0.988
"306"	0.171
"307"	0.609
"308"	0.531
"309"	0.344
"310"	0.967
"311"	0.441
"312"	0.526
"313"	0.774
"314"	0.439
"315"	0.609
"316"	0.401
"317"	0.031
"318"	0.229
"319"	0.116
"320"	0.336
"321"	0.25
"322"	0.69
"323"	0.617
"324"	0.863
"325"	0.598
"326"	0.824
"327"	0.493
"328"	0.795
"329"	0.078
"330"	0.919
"331"	0.426
"332"	0
"333"	0.673
"334"	0.847
"335"	0.289
"336"	0.88
"337"	0.913
"338"	0.293
"339"	0.311
"340"	0.419
"341"	0.976
"342"	0.623
"343"	0.599
"344"	0.923
"345"	0.95
"346"	0.322
"347"	0.744
"348"	0.817
"349"	0.148
"350"	0.509
"351"	0.338
"352"	0.871
"353"	0.653
"354"	0.117
"355"	0.512
"356"	0.895
"357"	0.453
"358"	0.765
"359"	0.743
"360"	0.893
"361"	0.677
"362"	0.005
"363"	0.18
"364"	0.014
"365"	0.961
"366"	0.793
"367"	0.268
"368"	0.485
"369"	0.553
"370"	0.738
"371"	0.545
"372"	0.17
"373"	0.854
"374"	0.599
"375"	0.195
"376"	0.645
"377"	0.215
"378"	0.208
"379"	0.771
"380"	0.071
"381"	0.776
"382"	0.068
"383"	0.271
"384"	0.027
"385"	0.525
"386"	0.313
"387"	0.043
"388"	0.833
"389"	0.639
"390"	0.352
"391"	0.498
"392"	0.339
"393"	0.197
"394"	0.368
"395"	0.927
"396"	0.338
"397"	0.382
"398"	0.38
"399"	0.101
"400"	0.618
"401"	0.838
"402"	0.353
"403"	0.455
"404"	0.151
"405"	0.99
"406"	0.042
"407"	0.765
"408"	0.352
"409"	0.672
"410"	0.747
"411"	0.896
"412"	0.292
"413"	0.606
"414"	0.975
"415"	0.163
"416"	0.091
"417"	0.561
"418"	0.626
"419"	0.664
"420"	0.426
"421"	0.359
"422"	0.404
"423"	0.221
"424"	0.457
"425"	0.3
"426"	0.648
