"V1"	"V2"
"377"	-0.328636	-0.302476
"378"	-0.479086	-0.333831
"379"	-0.330503	-0.520022
"380"	-0.676712	0.0398867
"381"	-0.392079	-0.544678
"382"	-0.155483	-0.148638
"383"	0.119592	-0.521341
"384"	-0.445642	-0.0845494
"385"	-0.774111	-0.248122
"386"	0.208721	-0.146201
"387"	-0.1593	-0.274696
"388"	0.142689	-0.626278
"389"	-0.444835	-0.000207714
"390"	-0.990009	-0.510832
"391"	-0.347754	-0.0812518
"392"	-0.00038953	-1.26472
"393"	-0.26095	0.231125
"394"	-0.0737342	-0.494594
"395"	-0.432669	-0.499365
"396"	-0.0289507	-0.0920905
"397"	-0.458623	-0.235596
"398"	0.0953205	-0.128914
"399"	-0.624209	-0.20649
"400"	-0.536891	-0.173108
"401"	-0.325474	-0.515659
"402"	-0.192447	0.682509
"403"	-0.237956	-0.61311
"404"	-0.399197	-0.54153
"405"	-0.211965	-0.672791
"406"	-0.593431	-0.443499
"407"	-0.615429	-0.298122
"408"	-0.654602	-0.756783
"409"	0.114775	-0.995369
"410"	-0.640338	-0.21691
"411"	-0.357313	-0.866234
"412"	3.6774	-0.411138
"413"	-0.40982	-0.270455
"414"	-0.638843	-0.554392
"415"	-0.292329	-0.22333
"416"	-0.582987	-0.167309
"417"	-0.318346	-0.678096
"418"	-0.363729	0.169799
"419"	0.149035	-0.306877
"420"	-0.714199	-0.924571
"421"	-0.419344	-0.725572
"422"	0.216495	0.00847826
"423"	-0.863117	-0.345143
"424"	-0.880668	0.284724
"425"	-1.15233	-0.385967
"426"	-0.273044	-0.177192
"427"	-0.828572	-0.661549
"428"	-0.0689756	-0.151082
"429"	0.337095	-0.43274
"430"	-0.011999	-0.0601302
"431"	-0.649427	-0.451101
"432"	2.65697	0.283772
"433"	-0.672226	-0.759263
"434"	-0.624799	-0.624156
"435"	-0.301594	-0.358996
"436"	-0.0696838	-0.376498
"437"	-0.388063	-0.251397
"438"	-0.224896	-0.576193
